"GEO_ID","NAME","B25077_001M","B25077_001E",
"1400000US48113007812","Census Tract 78.12, Dallas County, Texas","20864","337800",
"1400000US48113007815","Census Tract 78.15, Dallas County, Texas","44894","48800",
"1400000US48113007818","Census Tract 78.18, Dallas County, Texas","**","-",
"1400000US48113007819","Census Tract 78.19, Dallas County, Texas","9996","143800",
"1400000US48113007820","Census Tract 78.20, Dallas County, Texas","10581","70800",
"1400000US48113007821","Census Tract 78.21, Dallas County, Texas","41590","32500",
"1400000US48113007822","Census Tract 78.22, Dallas County, Texas","**","-",
"1400000US48113007823","Census Tract 78.23, Dallas County, Texas","10463","67500",
"1400000US48113007824","Census Tract 78.24, Dallas County, Texas","10067","276100",
"1400000US48113007825","Census Tract 78.25, Dallas County, Texas","28125","343700",
"1400000US48113007826","Census Tract 78.26, Dallas County, Texas","374914","68200",
"1400000US48113007827","Census Tract 78.27, Dallas County, Texas","22718","94600",
"1400000US48113007902","Census Tract 79.02, Dallas County, Texas","15864","219300",
"1400000US48113007903","Census Tract 79.03, Dallas County, Texas","31115","288200",
"1400000US48113007906","Census Tract 79.06, Dallas County, Texas","71882","687500",
"1400000US48113007909","Census Tract 79.09, Dallas County, Texas","**","-",
"1400000US48113007910","Census Tract 79.10, Dallas County, Texas","**","-",
"1400000US48113007911","Census Tract 79.11, Dallas County, Texas","**","-",
"1400000US48113007912","Census Tract 79.12, Dallas County, Texas","**","-",
"1400000US48113007913","Census Tract 79.13, Dallas County, Texas","5810","107400",
"1400000US48113007914","Census Tract 79.14, Dallas County, Texas","23961","113200",
"1400000US48113008000","Census Tract 80, Dallas County, Texas","30728","397500",
"1400000US48113008100","Census Tract 81, Dallas County, Texas","33706","321300",
"1400000US48113008200","Census Tract 82, Dallas County, Texas","14001","230800",
"1400000US48113008400","Census Tract 84, Dallas County, Texas","3422","78200",
"1400000US48113008500","Census Tract 85, Dallas County, Texas","3674","78300",
"1400000US48113008603","Census Tract 86.03, Dallas County, Texas","25638","73000",
"1400000US48113008604","Census Tract 86.04, Dallas County, Texas","17563","33600",
"1400000US48113008701","Census Tract 87.01, Dallas County, Texas","5475","68200",
"1400000US48113008703","Census Tract 87.03, Dallas County, Texas","3485","48500",
"1400000US48113008704","Census Tract 87.04, Dallas County, Texas","9151","58700",
"1400000US48113008705","Census Tract 87.05, Dallas County, Texas","5411","58800",
"1400000US48113008801","Census Tract 88.01, Dallas County, Texas","12369","78300",
"1400000US48113008802","Census Tract 88.02, Dallas County, Texas","6622","53900",
"1400000US48113008900","Census Tract 89, Dallas County, Texas","11562","60900",
"1400000US48113009000","Census Tract 90, Dallas County, Texas","4635","83900",
"1400000US48113009101","Census Tract 91.01, Dallas County, Texas","4529","92800",
"1400000US48113009103","Census Tract 91.03, Dallas County, Texas","7289","84800",
"1400000US48113009104","Census Tract 91.04, Dallas County, Texas","3518","74600",
"1400000US48113009105","Census Tract 91.05, Dallas County, Texas","5185","71300",
"1400000US48113009201","Census Tract 92.01, Dallas County, Texas","3798","81900",
"1400000US48113009202","Census Tract 92.02, Dallas County, Texas","6898","70600",
"1400000US48113009301","Census Tract 93.01, Dallas County, Texas","5254","74400",
"1400000US48113009303","Census Tract 93.03, Dallas County, Texas","6078","70200",
"1400000US48113009304","Census Tract 93.04, Dallas County, Texas","8423","69100",
"1400000US48113009401","Census Tract 94.01, Dallas County, Texas","14017","150500",
"1400000US48113009402","Census Tract 94.02, Dallas County, Texas","16162","273800",
"1400000US48113009500","Census Tract 95, Dallas County, Texas","11362","341600",
"1400000US48113009603","Census Tract 96.03, Dallas County, Texas","24082","360100",
"1400000US48113009604","Census Tract 96.04, Dallas County, Texas","40972","292800",
"1400000US48113009605","Census Tract 96.05, Dallas County, Texas","6936","129700",
"1400000US48113009607","Census Tract 96.07, Dallas County, Texas","6977","178500",
"1400000US48113009608","Census Tract 96.08, Dallas County, Texas","13947","243600",
"1400000US48113009609","Census Tract 96.09, Dallas County, Texas","17422","353500",
"1400000US48113009610","Census Tract 96.10, Dallas County, Texas","**","-",
"1400000US48113009611","Census Tract 96.11, Dallas County, Texas","7679","122800",
"1400000US48113009701","Census Tract 97.01, Dallas County, Texas","14549","149200",
"1400000US48113009702","Census Tract 97.02, Dallas County, Texas","7041","229400",
"1400000US48113009802","Census Tract 98.02, Dallas County, Texas","7869","105000",
"1400000US48113009803","Census Tract 98.03, Dallas County, Texas","8180","130600",
"1400000US48113009804","Census Tract 98.04, Dallas County, Texas","6862","59300",
"1400000US48113009900","Census Tract 99, Dallas County, Texas","164825","107000",
"1400000US48113010000","Census Tract 100, Dallas County, Texas","11430","78800",
"1400000US48113010101","Census Tract 101.01, Dallas County, Texas","16000","58500",
"1400000US48113010102","Census Tract 101.02, Dallas County, Texas","24065","71200",
"1400000US48113010500","Census Tract 105, Dallas County, Texas","11422","54900",
"1400000US48113010601","Census Tract 106.01, Dallas County, Texas","13274","63500",
"1400000US48113010602","Census Tract 106.02, Dallas County, Texas","13034","49500",
"1400000US48113010701","Census Tract 107.01, Dallas County, Texas","16327","50500",
"1400000US48113010703","Census Tract 107.03, Dallas County, Texas","4114","94400",
"1400000US48113010704","Census Tract 107.04, Dallas County, Texas","18967","113800",
"1400000US48113010801","Census Tract 108.01, Dallas County, Texas","6289","103900",
"1400000US48113010803","Census Tract 108.03, Dallas County, Texas","12145","126100",
"1400000US48113010804","Census Tract 108.04, Dallas County, Texas","11360","88800",
"1400000US48113010805","Census Tract 108.05, Dallas County, Texas","8892","111400",
"1400000US48113010902","Census Tract 109.02, Dallas County, Texas","7911","120500",
"1400000US48113010903","Census Tract 109.03, Dallas County, Texas","10798","106600",
"1400000US48113010904","Census Tract 109.04, Dallas County, Texas","74314","158600",
"1400000US48113011001","Census Tract 110.01, Dallas County, Texas","3827","104000",
"1400000US48113011002","Census Tract 110.02, Dallas County, Texas","8921","120800",
"1400000US48113011101","Census Tract 111.01, Dallas County, Texas","6351","115800",
"1400000US48113011103","Census Tract 111.03, Dallas County, Texas","6862","81500",
"1400000US48113011104","Census Tract 111.04, Dallas County, Texas","6718","70700",
"1400000US48113011105","Census Tract 111.05, Dallas County, Texas","5647","77900",
"1400000US48113011200","Census Tract 112, Dallas County, Texas","5121","95900",
"1400000US48113011300","Census Tract 113, Dallas County, Texas","2193","84400",
"1400000US48113011401","Census Tract 114.01, Dallas County, Texas","4554","66600",
"1400000US48113011500","Census Tract 115, Dallas County, Texas","9965","67300",
"1400000US48113011601","Census Tract 116.01, Dallas County, Texas","5026","70500",
"1400000US48113011602","Census Tract 116.02, Dallas County, Texas","3674","66500",
"1400000US48113011701","Census Tract 117.01, Dallas County, Texas","4847","79600",
"1400000US48113011702","Census Tract 117.02, Dallas County, Texas","5787","83600",
"1400000US48113011800","Census Tract 118, Dallas County, Texas","4799","82100",
"1400000US48113011900","Census Tract 119, Dallas County, Texas","4452","85400",
"1400000US48113012000","Census Tract 120, Dallas County, Texas","4936","91000",
"1400000US48113012100","Census Tract 121, Dallas County, Texas","5742","92000",
"1400000US48113012204","Census Tract 122.04, Dallas County, Texas","6613","142600",
"1400000US48113012206","Census Tract 122.06, Dallas County, Texas","6791","137500",
"1400000US48113012207","Census Tract 122.07, Dallas County, Texas","5264","134800",
"1400000US48113012208","Census Tract 122.08, Dallas County, Texas","**","-",
"1400000US48113012209","Census Tract 122.09, Dallas County, Texas","22331","177800",
"1400000US48113012210","Census Tract 122.10, Dallas County, Texas","11616","138000",
"1400000US48113012211","Census Tract 122.11, Dallas County, Texas","9979","98600",
"1400000US48113012301","Census Tract 123.01, Dallas County, Texas","3697","91700",
"1400000US48113012302","Census Tract 123.02, Dallas County, Texas","6040","107500",
"1400000US48113012400","Census Tract 124, Dallas County, Texas","10699","123000",
"1400000US48113012500","Census Tract 125, Dallas County, Texas","3476","88500",
"1400000US48113012601","Census Tract 126.01, Dallas County, Texas","3588","115100",
"1400000US48113012603","Census Tract 126.03, Dallas County, Texas","10718","105100",
"1400000US48113012604","Census Tract 126.04, Dallas County, Texas","19711","174000",
"1400000US48113012701","Census Tract 127.01, Dallas County, Texas","1817","87900",
"1400000US48113012702","Census Tract 127.02, Dallas County, Texas","5245","86900",
"1400000US48113012800","Census Tract 128, Dallas County, Texas","14066","157200",
"1400000US48113012900","Census Tract 129, Dallas County, Texas","16909","211400",
"1400000US48113013004","Census Tract 130.04, Dallas County, Texas","14478","262800",
"1400000US48113013005","Census Tract 130.05, Dallas County, Texas","7433","189000",
"1400000US48113013007","Census Tract 130.07, Dallas County, Texas","9337","162600",
"1400000US48113013008","Census Tract 130.08, Dallas County, Texas","23270","292300",
"1400000US48113013009","Census Tract 130.09, Dallas County, Texas","12895","243400",
"1400000US48113013010","Census Tract 130.10, Dallas County, Texas","10900","139800",
"1400000US48113013011","Census Tract 130.11, Dallas County, Texas","5439","160600",
"1400000US48113013101","Census Tract 131.01, Dallas County, Texas","35379","408600",
"1400000US48113013102","Census Tract 131.02, Dallas County, Texas","69728","372800",
"1400000US48113013104","Census Tract 131.04, Dallas County, Texas","24030","125200",
"1400000US48113013105","Census Tract 131.05, Dallas County, Texas","19879","100000",
"1400000US48113013200","Census Tract 132, Dallas County, Texas","70333","544800",
"1400000US48113013300","Census Tract 133, Dallas County, Texas","98882","602900",
"1400000US48113013400","Census Tract 134, Dallas County, Texas","57630","466100",
"1400000US48113013500","Census Tract 135, Dallas County, Texas","41942","606700",
"1400000US48113013605","Census Tract 136.05, Dallas County, Texas","6329","229500",
"1400000US48113013606","Census Tract 136.06, Dallas County, Texas","15889","241000",
"1400000US48113013607","Census Tract 136.07, Dallas County, Texas","15346","270700",
"1400000US48113013608","Census Tract 136.08, Dallas County, Texas","47297","479000",
"1400000US48113013609","Census Tract 136.09, Dallas County, Texas","37590","414500",
"1400000US48113013610","Census Tract 136.10, Dallas County, Texas","36565","200000",
"1400000US48113013611","Census Tract 136.11, Dallas County, Texas","82819","512000",
"1400000US48113013615","Census Tract 136.15, Dallas County, Texas","79768","153900",
"1400000US48113013616","Census Tract 136.16, Dallas County, Texas","63697","291300",
"1400000US48113013617","Census Tract 136.17, Dallas County, Texas","17012","238200",
"1400000US48113013618","Census Tract 136.18, Dallas County, Texas","18339","284900",
"1400000US48113013619","Census Tract 136.19, Dallas County, Texas","16576","286100",
"1400000US48113013620","Census Tract 136.20, Dallas County, Texas","72688","113200",
"1400000US48113013621","Census Tract 136.21, Dallas County, Texas","24570","134300",
"1400000US48113013622","Census Tract 136.22, Dallas County, Texas","285173","414000",
"1400000US48113013623","Census Tract 136.23, Dallas County, Texas","4164","109100",
"1400000US48113013624","Census Tract 136.24, Dallas County, Texas","5454","112500",
"1400000US48113013625","Census Tract 136.25, Dallas County, Texas","**","-",
"1400000US48113013626","Census Tract 136.26, Dallas County, Texas","**","-",
"1400000US48113013711","Census Tract 137.11, Dallas County, Texas","6492","112400",
"1400000US48113013712","Census Tract 137.12, Dallas County, Texas","6873","131400",
"1400000US48113013713","Census Tract 137.13, Dallas County, Texas","**","-",
"1400000US48113013714","Census Tract 137.14, Dallas County, Texas","3395","111300",
"1400000US48113013715","Census Tract 137.15, Dallas County, Texas","7990","122700",
"1400000US48113013716","Census Tract 137.16, Dallas County, Texas","9699","145100",
"1400000US48113013717","Census Tract 137.17, Dallas County, Texas","5894","132100",
"1400000US48113013718","Census Tract 137.18, Dallas County, Texas","8325","123200",
"1400000US48113013719","Census Tract 137.19, Dallas County, Texas","9436","169800",
"1400000US48113013720","Census Tract 137.20, Dallas County, Texas","6939","130000",
"1400000US48113013721","Census Tract 137.21, Dallas County, Texas","7036","190800",
"1400000US48113013722","Census Tract 137.22, Dallas County, Texas","16246","143100",
"1400000US48113013725","Census Tract 137.25, Dallas County, Texas","40452","165800",
"1400000US48113013726","Census Tract 137.26, Dallas County, Texas","19370","280300",
"1400000US48113013727","Census Tract 137.27, Dallas County, Texas","21073","230900",
"1400000US48113013803","Census Tract 138.03, Dallas County, Texas","13947","189000",
"1400000US48113013804","Census Tract 138.04, Dallas County, Texas","9086","163500",
"1400000US48113013805","Census Tract 138.05, Dallas County, Texas","**","-",
"1400000US48113013806","Census Tract 138.06, Dallas County, Texas","72845","294100",
"1400000US48113013901","Census Tract 139.01, Dallas County, Texas","4943","108600",
"1400000US48113013902","Census Tract 139.02, Dallas County, Texas","6571","126300",
"1400000US48113014001","Census Tract 140.01, Dallas County, Texas","6652","157600",
"1400000US48113014002","Census Tract 140.02, Dallas County, Texas","35514","19100",
"1400000US48113014103","Census Tract 141.03, Dallas County, Texas","1940","53700",
"1400000US48113014113","Census Tract 141.13, Dallas County, Texas","18754","156700",
"1400000US48113014114","Census Tract 141.14, Dallas County, Texas","37332","156300",
"1400000US48113014115","Census Tract 141.15, Dallas County, Texas","6590","123700",
"1400000US48113014116","Census Tract 141.16, Dallas County, Texas","**","-",
"1400000US48113014119","Census Tract 141.19, Dallas County, Texas","13289","225500",
"1400000US48113014120","Census Tract 141.20, Dallas County, Texas","13492","226000",
"1400000US48113014121","Census Tract 141.21, Dallas County, Texas","33225","290000",
"1400000US48113014123","Census Tract 141.23, Dallas County, Texas","26076","301800",
"1400000US48113014124","Census Tract 141.24, Dallas County, Texas","18131","386100",
"1400000US48113014126","Census Tract 141.26, Dallas County, Texas","14836","245000",
"1400000US48113014127","Census Tract 141.27, Dallas County, Texas","19352","315600",
"1400000US48113014128","Census Tract 141.28, Dallas County, Texas","15879","215600",
"1400000US48113014129","Census Tract 141.29, Dallas County, Texas","43780","321800",
"1400000US48113014130","Census Tract 141.30, Dallas County, Texas","11997","236500",
"1400000US48113014131","Census Tract 141.31, Dallas County, Texas","6990","165100",
"1400000US48113014132","Census Tract 141.32, Dallas County, Texas","12976","235600",
"1400000US48113014133","Census Tract 141.33, Dallas County, Texas","45194","180900",
"1400000US48113014134","Census Tract 141.34, Dallas County, Texas","21367","241000",
"1400000US48113014135","Census Tract 141.35, Dallas County, Texas","24100","313500",
"1400000US48113014136","Census Tract 141.36, Dallas County, Texas","211541","311100",
"1400000US48113014137","Census Tract 141.37, Dallas County, Texas","144011","561200",
"1400000US48113014138","Census Tract 141.38, Dallas County, Texas","51314","422400",
"1400000US48113014203","Census Tract 142.03, Dallas County, Texas","5400","119600",
"1400000US48113014204","Census Tract 142.04, Dallas County, Texas","25949","134500",
"1400000US48113014205","Census Tract 142.05, Dallas County, Texas","14300","350700",
"1400000US48113014206","Census Tract 142.06, Dallas County, Texas","122305","179800",
"1400000US48113014302","Census Tract 143.02, Dallas County, Texas","8375","113800",
"1400000US48113014306","Census Tract 143.06, Dallas County, Texas","4116","108300",
"1400000US48113014307","Census Tract 143.07, Dallas County, Texas","6554","140300",
"1400000US48113014308","Census Tract 143.08, Dallas County, Texas","56628","183000",
"1400000US48113014309","Census Tract 143.09, Dallas County, Texas","18344","76400",
"1400000US48113014310","Census Tract 143.10, Dallas County, Texas","10967","122600",
"1400000US48113014311","Census Tract 143.11, Dallas County, Texas","10239","224400",
"1400000US48113014312","Census Tract 143.12, Dallas County, Texas","32778","485600",
"1400000US48113014403","Census Tract 144.03, Dallas County, Texas","141098","80500",
"1400000US48113014405","Census Tract 144.05, Dallas County, Texas","4196","112300",
"1400000US48113014406","Census Tract 144.06, Dallas County, Texas","8982","123500",
"1400000US48113014407","Census Tract 144.07, Dallas County, Texas","29473","133600",
"1400000US48113014408","Census Tract 144.08, Dallas County, Texas","11368","172500",
"1400000US48113014501","Census Tract 145.01, Dallas County, Texas","8188","118700",
"1400000US48113014502","Census Tract 145.02, Dallas County, Texas","29737","134800",
"1400000US48113014601","Census Tract 146.01, Dallas County, Texas","20819","149800",
"1400000US48113014602","Census Tract 146.02, Dallas County, Texas","9211","106700",
"1400000US48113014603","Census Tract 146.03, Dallas County, Texas","17832","105800",
"1400000US48113014701","Census Tract 147.01, Dallas County, Texas","4681","92700",
"1400000US48113014702","Census Tract 147.02, Dallas County, Texas","15381","153000",
"1400000US48113014703","Census Tract 147.03, Dallas County, Texas","24170","153400",
"1400000US48113014901","Census Tract 149.01, Dallas County, Texas","15014","81600",
"1400000US48113014902","Census Tract 149.02, Dallas County, Texas","25209","101000",
"1400000US48113015000","Census Tract 150, Dallas County, Texas","9168","101000",
"1400000US48113015100","Census Tract 151, Dallas County, Texas","6546","118000",
"1400000US48113015202","Census Tract 152.02, Dallas County, Texas","10310","107900",
"1400000US48113015204","Census Tract 152.04, Dallas County, Texas","5013","119000",
"1400000US48113015205","Census Tract 152.05, Dallas County, Texas","7414","91300",
"1400000US48113015206","Census Tract 152.06, Dallas County, Texas","5072","115900",
"1400000US48113015303","Census Tract 153.03, Dallas County, Texas","6095","31400",
"1400000US48113015304","Census Tract 153.04, Dallas County, Texas","7350","38100",
"1400000US48113015305","Census Tract 153.05, Dallas County, Texas","6413","111300",
"1400000US48113015306","Census Tract 153.06, Dallas County, Texas","5788","135300",
"1400000US48113015401","Census Tract 154.01, Dallas County, Texas","6315","148300",
"1400000US48113015403","Census Tract 154.03, Dallas County, Texas","7781","99200",
"1400000US48113015404","Census Tract 154.04, Dallas County, Texas","6314","75900",
"1400000US48113015500","Census Tract 155, Dallas County, Texas","14777","104900",
"1400000US48113015600","Census Tract 156, Dallas County, Texas","4480","69300",
"1400000US48113015700","Census Tract 157, Dallas County, Texas","8218","80200",
"1400000US48113015800","Census Tract 158, Dallas County, Texas","7337","72100",
"1400000US48113015900","Census Tract 159, Dallas County, Texas","10471","85300",
"1400000US48113016001","Census Tract 160.01, Dallas County, Texas","5188","77400",
"1400000US48113016002","Census Tract 160.02, Dallas County, Texas","12817","90400",
"1400000US48113016100","Census Tract 161, Dallas County, Texas","23834","88300",
"1400000US48113016201","Census Tract 162.01, Dallas County, Texas","9259","92900",
"1400000US48113016202","Census Tract 162.02, Dallas County, Texas","7093","111400",
"1400000US48113016301","Census Tract 163.01, Dallas County, Texas","11882","104900",
"1400000US48113016302","Census Tract 163.02, Dallas County, Texas","5508","95500",
"1400000US48113016401","Census Tract 164.01, Dallas County, Texas","5044","127200",
"1400000US48113016406","Census Tract 164.06, Dallas County, Texas","3366","92600",
"1400000US48113016407","Census Tract 164.07, Dallas County, Texas","3181","92700",
"1400000US48113016408","Census Tract 164.08, Dallas County, Texas","4260","98100",
"1400000US48113016409","Census Tract 164.09, Dallas County, Texas","9186","170400",
"1400000US48113016410","Census Tract 164.10, Dallas County, Texas","9076","151800",
"1400000US48113016411","Census Tract 164.11, Dallas County, Texas","5196","120300",
"1400000US48113016412","Census Tract 164.12, Dallas County, Texas","18276","181700",
"1400000US48113016413","Census Tract 164.13, Dallas County, Texas","14348","167600",
"1400000US48113016502","Census Tract 165.02, Dallas County, Texas","9090","105000",
"1400000US48113016509","Census Tract 165.09, Dallas County, Texas","10819","124400",
"1400000US48113016510","Census Tract 165.10, Dallas County, Texas","7739","129500",
"1400000US48113016511","Census Tract 165.11, Dallas County, Texas","5667","103700",
"1400000US48113016513","Census Tract 165.13, Dallas County, Texas","4412","167500",
"1400000US48113016514","Census Tract 165.14, Dallas County, Texas","4714","138800",
"1400000US48113016516","Census Tract 165.16, Dallas County, Texas","8807","97800",
"1400000US48113016517","Census Tract 165.17, Dallas County, Texas","3344","96100",
"1400000US48113016518","Census Tract 165.18, Dallas County, Texas","5268","104500",
"1400000US48113016519","Census Tract 165.19, Dallas County, Texas","6284","139000",
"1400000US48113016520","Census Tract 165.20, Dallas County, Texas","6641","97800",
"1400000US48113016521","Census Tract 165.21, Dallas County, Texas","13729","121600",
"1400000US48113016522","Census Tract 165.22, Dallas County, Texas","4722","113800",
"1400000US48113016523","Census Tract 165.23, Dallas County, Texas","39306","224400",
"1400000US48113016605","Census Tract 166.05, Dallas County, Texas","22454","65700",
"1400000US48113016606","Census Tract 166.06, Dallas County, Texas","7180","114300",
"1400000US48113016607","Census Tract 166.07, Dallas County, Texas","**","-",
"1400000US48113016610","Census Tract 166.10, Dallas County, Texas","7790","122000",
"1400000US48113016611","Census Tract 166.11, Dallas County, Texas","6035","123500",
"1400000US48113016612","Census Tract 166.12, Dallas County, Texas","8701","167200",
"1400000US48113016615","Census Tract 166.15, Dallas County, Texas","3725","114000",
"1400000US48113016616","Census Tract 166.16, Dallas County, Texas","6770","139000",
"1400000US48113016617","Census Tract 166.17, Dallas County, Texas","7738","191600",
"1400000US48113016618","Census Tract 166.18, Dallas County, Texas","7186","130400",
"1400000US48113016619","Census Tract 166.19, Dallas County, Texas","11160","127300",
"1400000US48113016620","Census Tract 166.20, Dallas County, Texas","7346","133500",
